id,genre,track_name,artist_name,valence,energy
3XjsdEun6XcO2Gs4lJCueH,folk,The Stranger,Lord Huron,0.225,0.595
2fadnEiqViP0MARy8urqqm,folk,Out on the Shield,Said The Whale,0.541,0.927
1KqlVt63Q4bl1VdSlymr5C,folk,Riptide,Vance Joy,0.51,0.731
4roEQeLnZ0d96fDnRdXXW6,folk,Lucky Now,Ryan Adams,0.348,0.34
2VlmeGKtykF2zFUtyPJykL,forro,Confidência,Falamansa,0.946,0.615
7gPtCk0vCUMYUN5vNUL3LA,forro,Nosso Xote,Baião D4 / Rastapé,0.704,0.464
27ILOOVgs1rGCc7q7EINNA,forro,Doa a Quem Doer (Ao Vivo),Banda Calypso,0.958,0.84
278KHzLuQwzsU666grEiB8,forro,"Bola de Meia, Bola de Gude",Menina do Céu,0.804,0.813
6su80jnDKzbU8gBJu49Gsi,forro,Valsa Neném,Jackson Do Pandeiro,0.813,0.818
4t8aAmu1izliYElYEv8SOx,forro,Neblina da Paixão,Baião D4 / Rastapé,0.781,0.449
3Ze0CVM1SFTlKLnNPmMmC2,forro,Fui Clonado,Banda Garota Safada,0.64,0.944
5g1Nqj9KwLuRJPznQAu69G,forro,Bomba do Cabaré,Various Artists,0.794,0.938
31HJZsz8kGih7gBEPCozWk,forro,A Aranha e o Tucano,Bonde do Forró,0.956,0.918
45xm609wBXKsYW0bFRUSOt,forro,Como Tirar da Cabeça,Forró do Muido,0.883,0.894
0tWH5BOFifcbJCQWplswyG,forro,Buli com Tu,Various Artists,0.966,0.802
4E3ZQhrtEpjRhe2039hRlS,forro,Casaca de Couro,Jackson Do Pandeiro,0.973,0.617
0rycni6vwYWlKc7d1FrVI6,forro,Forró no Malagueta,Forroçacana,0.973,0.92
0tSWIVUGJycYjYealjBi02,forro,Pescador,Pé de Mulambo,0.546,0.527
51kn8AlR8aguQuMksQZk2m,forro,Incondicionalmente,Limão Com Mel,0.573,0.782
1Q56xfZuQ2nPYlAlZ9cQWE,french,Ne me quitte pas - Ré-enregistrement 1972,Jacques Brel,0.292,0.15
5ltdjMGizJoqS5x7rZzij2,french,C'est Si Bon,Various Artists,0.546,0.324
0GYiR69nVkUkQzgEwUrVUQ,french,Salut marin,Carla Bruni,0.485,0.352
76615pe5Ee0ELIEFsNU8Jm,french,Cooler Couleur (feat. Yelle),Various Artists,0.446,0.671
1xV0oR5W2B7ra97ehvTeGs,french,House'llelujah,Stromae,0.491,0.569
5okI57GiUG0innS360o2bH,french,Aimer à perdre la raison,Jean Ferrat,0.412,0.343
00aDaQoYvFRzM2tqrFsKmi,french,"Parle, Hugo parle",Michael Jones,0.178,0.411
4GwiwbztfvtXizSHpEErIQ,french,Ton invitation,Louise Attaque,0.614,0.582
0hDGISL1ZC9TptNS8TooBm,french,Les Amants de Paris (avec Les Compagnons de la chanson),Édith Piaf,0.747,0.511
2UE1LplKFZwAQmDOMd2I5n,french,La chanson des vieux amants,Jacques Brel,0.231,0.26
1e9qVfNKLsWJZVjEYAzQyK,french,La bohème,Charles Aznavour,0.554,0.269
4IWTdLHEuYF5ndk6XOpbmD,french,L'appareil à sous,Brigitte Bardot,0.964,0.671
5NqfoMLTclPNXm6h4dCox7,french,La femme des uns sous le corps des autres,Serge Gainsbourg,0.766,0.381
0PZiPbrDCdORrSW6IIICRG,french,Qui de nous deux,-M-,0.727,0.704
4ONxNDUiBKOeNs3J8FCsra,french,Jolie Môme,Léo Ferré,0.6,0.535
1PkMWk02bzigX3neSBa5we,funk,Watermelon Man,The J.B.'s,0.85,0.576
0xbkxTqSaW5blsYgRXpB5I,funk,Funkin' for Jamaica,Tom Browne,0.656,0.776
2TrNXQBxFEv7xqeOaJwPyS,funk,Hot Damn! (feat. John McCallum),The Haggis Horns,0.867,0.825
2fEdBCtMRLHJ53fB7hQVpR,funk,Soul With A Capital 'S',Tower Of Power,0.815,0.972
3nqP8YOhxJPdUzXJWbdKyT,funk,Don't Stop (feat. Tiffany Austin),Orgone,0.928,0.88
3Ho35OJixLg20qshXRgfBs,funk,More Bounce to the Ounce,Zapp,0.839,0.762
74iQ3gahRTOGc19bYadBE3,funk,Thank You (Falettinme Be Mice Elf Agin) - Single Version,Sly & The Family Stone,0.897,0.709
2RX8kOnJEVirXwP1FRgXBD,funk,House Party,Nils Landgren Funk Unit,0.893,0.731
2INsiycUgobLSy4ksO4MzK,funk,Paint The Toon (feat. Connie Lush),6ix Toys,0.902,0.967
66TSoVnJ1P9Tyok03zUlTr,funk,What Is Hip?,Tower Of Power,0.597,0.733
2N6RKUqTjFbEBjFlfHyLJZ,funk,Set Your Mind Free,Ridin' Thumb,0.862,0.787
0RgcOUQg4qYAEt9RIdf3oB,funk,Shining Star,"Earth, Wind & Fire",0.799,0.692
6Pb0WHqmmTL308Z2uQrNP1,funk,Slippery When Wet,Commodores,0.944,0.866
62W5VouctXG9jggZdHaEi1,funk,Livin' It Up,Mandrill,0.639,0.612
2x1LQq8lsUzAA2wNj8yjC9,funk,Pick Up the Pieces,Average White Band,0.889,0.853
1UkkwKasFbEl40ZoGFLipg,garage,Rewind (The Crowd Say Boo Selecta) - Radio Edit,Various Artists,0.878,0.955
0SJlUK3CT8ejSSOa6jq8it,garage,Something (feat. Lifford),Artful Dodger,0.688,0.586
5EdYS3udoPDHQnC0uaG8zA,garage,"Hey, Hey We're the Gories",The Gories,0.146,0.802
2KluxKq5yTWYWNCdrOQNCr,garage,Confess To Me,Disclosure,0.389,0.792
2AvcTeBwYKhbsontcrqlPM,garage,Walking Away,Craig David,0.811,0.773
2c4n4hKxERnTLvlumbsfMp,garage,Longshot,Various Artists,0.598,0.943
40IREyaasjQ1h3oBg4ZcCT,garage,There You Go - Sovereign Remix,Various Artists,0.964,0.859
2V65y3PX4DkRhy1djlxd9p,garage,Don't You Worry Child - Radio Edit,Swedish House Mafia,0.438,0.84
6QG3s7owEeFtWFjgFVGDEK,garage,Crack In Your Eye,Thee Oh Sees,0.46,0.926
4nJCE9UyNXhuERnSX8YgSH,garage,1969,The Stooges,0.725,0.751
3sEQf5AuiphddGXRIWBcO9,garage,I Was A Teenage Werewolf - Remastered,The Cramps,0.49,0.601
0JhKJg5ejeQ8jq89UQtnw8,garage,Levels - Radio Edit,Avicii,0.415,0.881
6SCkfhvPQUxEJM2I30M6yr,garage,Rag and Bone,The White Stripes,0.471,0.755
3UTZttEvXHGOS37NnvmkZ5,garage,Girls Like Us,Various Artists,0.34,0.748
78EfHutjQYbOpNWOC77JYW,garage,Ripgroove - 2006 Version,Double 99,0.26,0.916
4FmyszaYnvrcrMNZq43s1n,german,Von allein,Culcha Candela,0.867,0.902
70gS6bjAjFc96IIunuRj1c,german,"Marmor, Stein und Eisen bricht",Drafi Deutscher,0.865,0.545
5JLv62qFIS1DR3zGEcApRt,german,Wide Awake,Katy Perry,0.575,0.683
6wWyLpO8HbBYpKJR8C7Kml,german,Lena.,Pur,0.883,0.932
3jZomvOBa5qfTo5HkqI1p5,german,One Way or Another (Teenage Kicks),One Direction,0.409,0.867
59iYwCx4viykeT108FM8Fz,german,World In Our Hands,Taio Cruz,0.616,0.793
5IWmU2PNimgYuTLddU2DRo,german,Payphone,Maroon 5,0.556,0.744
3JcF8KxhZGvHEFnDfbiaid,german,Ich & meine Maske,Sido,0.626,0.556
0FEYsJyB3iuYr6GkjkUBVk,german,Der neue iGod,Prinz Pi,0.876,0.709
6TGRZBZdDVimF8tmKrvTzI,german,Rayos De Sol (feat. Henry Mendez) - Original Mix,Various Artists,0.882,0.872
4jaeRZRaBSlVkYAjWqrf7z,german,Bon Voyage (feat. Nina),Deichkind,0.945,0.755
4vxjNphyAqPGR8KpuXPGoi,german,Füchse,Beginner,0.599,0.556
7IkS5PNqKO06QFJ0sh2JmX,german,Beinah,Clueso,0.432,0.385
3CT1nhEnqol4rHIdwD7Rr7,german,Lila Wolken,Marteria,0.166,0.676
1OXYt6Vca9LUEIDazbsYLo,german,Dynamit,Kollegah & Farid Bang,0.58,0.932
7FNxW6xDbaOW7RSBlkBwUm,gospel,"Sunday Kinda Love (feat. Aaron Lindsey, PJ Morton & Nikki Ross)",Israel Houghton,0.554,0.676
5OsC7H3pazhQ3p78IXci4S,gospel,Little Girl,Mary Mary,0.618,0.283
5ayQTHOw7Q1zfI6XqHUFej,gospel,Take Me To The King,Tamela Mann,0.23,0.395
7kN3bGZtBKwWwYKSkE3RER,gospel,Imagine Me,Kirk Franklin,0.77,0.717
68opyd64BGvccGfBAGpoos,gospel,My Testimony,Marvin Sapp,0.173,0.384
0OhYE7bXO5jXJzsMPyzqbW,gospel,Stand! (feat. John P. Kee) - Live,John P. Kee,0.514,0.575
5mVvjjDlHJUjaSPKHszC5b,gospel,Is Your All on the Altar?,Yolanda Adams,0.135,0.321
7olcSsRz6L8Tl4TmjOwxTu,gospel,Victory - Live,Tye Tribbett,0.496,0.937
6flLQDRcy894ZZtnXXjrxB,gospel,Life and Favor (remix),John P. Kee and New Life,0.357,0.808
1UTX3QSo7JN8o4X5GAO0aE,gospel,The Altar (feat. Marvin Sapp & Beverly Crawford),Kirk Franklin,0.228,0.671
1rWYj1oWIkL7Yah2cIQPIC,gospel,99 1/2,Hezekiah Walker & The Love Fellowship Crusade Choir,0.48,0.957
1h6IVtOjjZniH08anTHdt2,gospel,Perfect People,The Walls Group,0.591,0.51
0vcJyhUbUhVb59eQehrK2E,gospel,It's Good To Know Jesus,Mississippi Mass Choir,0.691,0.855
5i9C66QacPYISERbH8csE0,gospel,I Need You - Live,VaShawn Mitchell,0.518,0.781
3rCfthri1A9TKD3Wvr0n3V,gospel,Stayed On You - Live,Tye Tribbett,0.592,0.918
4wZTIHXqo5W9E0fr4hdfIC,goth,I'll Reach You,Delain,0.392,0.733
3dLKf2yyQkRuauzAOYqYFW,goth,Burn,We Are The Fallen,0.601,0.983
7sREvWYDUOuWgFFLB6EOmH,goth,Celebrate,Fields Of The Nephilim,0.153,0.161
09RtLOXoSVuBTtIcdgJNvK,goth,The Man With X-Ray Eyes,Bauhaus,0.74,0.464
6RD4S021nyWbdjF1CTxY0U,goth,Say You Will,Evanescence,0.411,0.958
3ZKgxRnKXMuLK4DEkpKrhU,goth,Ice Queen - Radio Edit,Within Temptation,0.381,0.562
0ZuxRxoGPXz8PvyCqg7nXJ,goth,Dance D'Amour,The 69 Eyes,0.544,0.756
2wIbY7JaFeUHTyU9SyubgK,goth,Withering Time,After Forever,0.416,0.874
52EM6pyrDFR5KBCA9081AJ,goth,Possession (Remastered),Sisters of Mercy,0.507,0.714
5MtnbY0fACKCYyMAsSPmSf,goth,Day of the Lords - 2007 Remaster,Joy Division,0.113,0.599
52wY4aYZnTuwKFlOL64Tzr,goth,Silent Hedges,Bauhaus,0.227,0.667
6GfxP2NAE4q16DsewkOqvN,goth,Nymphomaniac Fantasia - Remastered,Nightwish,0.124,0.809
4iQeCUQXp6oxdYYkERY0LN,goth,Other Voices,The Cure,0.759,0.395
6cy4WXysFe2Cnr7yB7XwWh,goth,Braveheart,Imperia,0.366,0.752
4QF6QvUbvTl4j6RuyQaxEp,goth,De-Energized,After Forever,0.277,0.946
138mmzTAVhqr0SpTGBkrCq,grindcore,Time Waits For No Slave,Napalm Death,0.124,0.993
2kQ0EXWo0F5c5CpHasMS3f,grindcore,Girl In The Slayer Jacket,Pig Destroyer,0.0702,0.971
3HaDxrcge0EFlzNomKQP9m,grindcore,False Assumptions,Wormrot,0.0321,0.999
573lxxFchpZOfFdMfWXuDZ,grindcore,Regret & The Grave,Cattle Decapitation,0.115,0.975
5BCfzXmASNTxPYAJ0O7Uf2,grindcore,Misantropo A Senso Unico,Cripple Bastards,0.289,0.99
7gYeexO1g40A0blkfrUkGQ,grindcore,Circumspect,Napalm Death,0.0845,0.892
4ki672FE6DEhiqoMppr07A,grindcore,Decontamination,Insect Warfare,0.0276,0.99
3wW2oTLMyff92smAdrnzN2,grindcore,Power,Rotten Sound,0.105,0.96
4vHvgIyLnOP6MDBacqbcV8,grindcore,Rapid Abortions of Ridiculous Proportions,Wormrot,0.0365,0.994
2VSJPkBUD1QdmzDzOZv0xZ,grindcore,No Threat,Extreme Noise Terror,0.0317,0.999
40RVdsIa0spa9Ihu98WRCm,grindcore,Dementia Access,Napalm Death,0.0748,0.988
3KPcU0zeYb32SFrWnu93Uc,grindcore,Reek of Putrefaction,Carcass,0.0391,0.84
03b8mHaSuCJiZGTAdcHyQ7,grindcore,Ontogeny of Behavior,Cephalic Carnage,0.143,0.754
0pF2705M6f1QnmxTkxAFWv,grindcore,H.O.P.E.,Brutal Truth,0.038,0.977
70UySdRLgtrp8IP0S2Hoze,grindcore,Valley of the Geysers,Pig Destroyer,0.0391,0.998
1eOVWJGzeH8vtM1ScjpIUL,groove,Let's Stay Together,Various Artists,0.568,0.302
300zfRaCgTmEm5Eqe3HqZZ,groove,Ghostbusters,Ray Parker Jr.,0.789,0.717
0Xkpd7bkBgElzlFEoxrRwd,groove,Build Me up Buttercup,Various Artists,0.922,0.814
6YHpaawV0C88rwt2bQE6jV,groove,Toy Soldiers,Martika,0.199,0.441
449u2me7lmUreBa6KpXrDQ,groove,Try a Little Tenderness,Otis Redding,0.068,0.133
7rCchsJktyFH0MB5SIpnbN,groove,I Put a Spell On You,Screamin' Jay Hawkins,0.944,0.442
1eA8NYGMHP5LsiLVVIsTkS,groove,Talking to the Night,Various Artists,0.961,0.74
1gAHPwkHrnO6rYEsjWzd8V,groove,FUNKNROLL,Prince,0.431,0.722
00ej6EMKgxW52Ex52CVJbg,groove,September,"Earth, Wind & Fire",0.98,0.73
5QVX213rGhKaNwJPVJnHw4,groove,Celebration,Various Artists,0.96,0.875
3Ap3G7vXDGgMJFOkdbmRNJ,groove,Gloria,Various Artists,0.875,0.866
6vQN2a9QSgWcm74KEZYfDL,groove,Take A Chance On Me,ABBA,0.925,0.685
5xl5582IihbEZAnfj0xyso,groove,Straight Up,Paula Abdul,0.762,0.826
6wDviYDtmSDZ0S6TVMM9Vc,groove,ABC,The Jackson 5,0.947,0.678
5gf86Yzmvs5Xk45iGE10hc,groove,Play That Funky Music,Various Artists,0.888,0.923
1HUcU3GAKCR960czpLbqoD,grunge,"Sludge Factory - Live at the Majestic Theatre, Brooklyn, NY - April 1996",Alice In Chains,0.227,0.507
3ph1khLfJVcVnaVvJRjlCo,grunge,Body,Bush,0.135,0.816
2jeBcSclYZHOGQ89ZyF2BN,grunge,Lizzy,Melvins,0.0894,0.294
57bJXivj8NfICIzPgNr08Z,grunge,Come As You Are - 1992/Live at Reading,Nirvana,0.347,0.965
5tuSu554gnalzbg4t2jKfc,grunge,Tumble in the Rough,Stone Temple Pilots,0.632,0.961
4DEgaHi4Idghq1TL04Sljf,grunge,I'm Above,Mad Season,0.261,0.606
4XJq0ehSP5HXTUun2m4njP,grunge,Rhinosaur,Soundgarden,0.731,0.775
7eZd2MZJTBfoe0isAyawPg,grunge,Am I Inside,Alice In Chains,0.0391,0.211
669ifzXUEcPg764RzK3ZHG,grunge,Breakerfall,Pearl Jam,0.267,0.918
62ZQ7zRKPCsuo58IDxZji0,grunge,Love Buzz - Live at Pine Street Theater,Nirvana,0.842,0.957
2u5OWZVjfuS85zTX3t4lbe,grunge,Miss The Misery,Foo Fighters,0.442,0.95
0HcplUo3g3Xxi1CqpSd9U1,grunge,Crazy Love,Gruntruck,0.562,0.885
7wpkBN00XyYnU1IP4QF8Gi,grunge,Letting the Cables Sleep,Bush,0.178,0.372
5LPbV9HGYquJThvbCN89nw,grunge,Milk It,Nirvana,0.537,0.524
6FOpPA0a80RuBqqgDozvja,grunge,So Far Away,Staind,0.156,0.896
451GvHwY99NKV4zdKPRWmv,guitar,Banana Pancakes,Jack Johnson,0.615,0.375
6ah5O9ZNBgqUSzOtG0aRQr,guitar,Black Magic Woman/Gypsy Queen,Santana,0.57,0.489
1kMYETz413LYJk96dOeO1N,guitar,2112 (Presentation) - Live,Rush,0.254,0.959
63wsuMhok6GgcBRd2strGk,guitar,3's & 7's,Queens of the Stone Age,0.452,0.99
4ZnDgUwvScR69yjLlwaZJf,guitar,Black Sunshine,Rob Zombie,0.219,0.972
4LloVtxNZpeh7q7xdi1DQc,guitar,"Free Fallin' - Live at the Nokia Theatre, Los Angeles, CA - December 2007",John Mayer,0.435,0.296
2LB1NMxd663SrbcMaTuaPR,guitar,Through the Fire and Flames - Live,DragonForce,0.231,0.99
2loctOuEydT8m8V0XsbPsU,guitar,"American Woman - 7"" Single Version",The Guess Who,0.376,0.512
50yVEqOnLHtRTHWq3PWBuZ,guitar,Mary Had a Little Lamb,Stevie Ray Vaughan,0.921,0.547
21cp8L9Pei4AgysZVihjSv,guitar,Child in Time,Deep Purple,0.365,0.34
4Pl8ViAolRF4rK8QBMhKd9,guitar,Redemption Song,Bob Marley & The Wailers,0.698,0.259
2SgbR6ttzoNlCRGQOKjrop,guitar,Cowboys from Hell,Pantera,0.437,0.908
2lwwrWVKdf3LR9lbbhnr6R,guitar,Float On,Modest Mouse,0.553,0.888
67HxeUADW4H3ERfaPW59ma,guitar,Love Me Two Times,The Doors,0.839,0.698
5Lf9rCqReE9Ri4tZvLRLuy,happy,Happily,One Direction,0.824,0.89
51qT7GJC1ycvGmcS7Iy3AW,happy,Come Home,CHAPPO,0.698,0.891
5UqqOfFa9DYXALpCCF8VwB,happy,(I've Had) The Time of My Life,Various Artists,0.485,0.665
6UaRii9AH6Zss9xNMEQ2M9,happy,Love The Way You Lie,Eminem,0.638,0.922
5lDriBxJd22IhOH9zTcFrV,happy,Dirty Little Secret,The All-American Rejects,0.458,0.954
5k3U0OGYBccHdKJJu3HrUN,happy,"Hakuna Matata - From ""The Lion King""/Soundtrack",Various Artists,0.725,0.313
5IVuqXILoxVWvWEPm82Jxr,happy,Crazy In Love (feat. Jay-Z),Beyoncé,0.681,0.77
4ptSL1o2pRgNvrC4wsN1Pl,happy,No Rain - Remastered 2002,Blind Melon,0.547,0.599
3bT5PDBhVj4ifU11zQvGP2,happy,Red Lights,Tiësto,0.545,0.829
0G5F2msfVO77xs7ql2RiTS,happy,Beautiful Day,U2,0.449,0.914
7nVzOpFNZVFZtbq3OGJHX9,happy,Sexual Healing,Marvin Gaye,0.717,0.602
5J0s7y5Qt9zMCd4weeSQ6N,hard-rock,Breaking the Law,Judas Priest,0.491,0.961
50r8v0uwRlhlBiy3o39DIq,hard-rock,Poison,Alice Cooper,0.285,0.893
33n5sdlGT8UODTUr15EOWz,hard-rock,Paradise (What About Us?) [Feat. Tarja],Within Temptation,0.428,0.928
15tCpEsBIIZqkWsOAyD89g,hard-rock,Iron Man,Auburn University Marching Band,0.764,0.295
7tFiyTwD0nx5a1eklYtX2J,hard-rock,Bohemian Rhapsody - Remastered 2011,Queen,0.228,0.402
7qQnBfwXrw2tZNFG4Uf57N,hard-rock,Livin' On A Prayer,Bon Jovi,0.793,0.887
4bHsxqR3GMrXTxEPLuK5ue,hard-rock,Don't Stop Believin',Journey,0.514,0.748
2PpNgmrS9mAyrkRAwn6YPq,hard-rock,Rainbow in the Dark,Dio,0.612,0.947
3Jx5QwNzHYxIr6wW2XHUbB,hard-rock,Rock You Like A Hurricane,Scorpions,0.807,0.706
11C3oTzP4WJ2UlU3TzHtCK,hard-rock,November Rain,Guns N' Roses,0.272,0.679
3ebrniHtOzNWigJhEkWguR,hard-rock,Paranoid,Black Sabbath,0.182,0.961
4ykYmUMLd18ldAXgF2B361,hard-rock,Somebody To Love - Remastered 2011,Queen,0.358,0.693
5y4761pjcksXs1hNsCmc4n,hard-rock,Sunshine Of Your Love,Cream,0.736,0.592
32b8wStVMtiyTHE8rWrgvf,hard-rock,Drop Dead Cynical,Amaranthe,0.486,0.909
3w2GGz0HjIu9OcWXINRFJR,hard-rock,Rock and Roll - 1990 Remaster,Led Zeppelin,0.898,0.895
7i3wFGQF3laTL5m8nSWQDC,hardcore,Retrace The Lines,Backtrack,0.655,0.894
0ZTRhAecboOxF4aH5Qcaxs,hardcore,Hellhound,Misfits,0.0774,0.977
19LD3gNMZgG6L0T3AQxMBH,hardcore,Waste of Time,Madball,0.235,0.972
0KzC77rr84X0X1Rg3hz2Y3,hardcore,Blown Away,Sick Of It All,0.24,0.948
3j3TbTUIl0KfzVFMoj8Mtg,hardcore,This Place,Descendents,0.197,0.995
3ujDOltN91xLhUJCacItml,hardcore,Black Masks & Gasoline,Rise Against,0.262,0.994
58BhENZPCVbkMjmQ1r6LtJ,hardcore,I,Bad Brains,0.164,0.809
3eyaMhdrsYfc4R8NEV5Jbt,hardcore,Survival Of The Streets,Cro-Mags,0.461,0.966
5mqClS3mvTBL2zkg0ZOpw6,hardcore,Call To Arms,Sick Of It All,0.396,0.951
5EC1LGwsPHVXBcjlf3cHct,hardcore,Bikeage,Descendents,0.739,0.875
6E0naqHo7mWZmbOq0dt7xH,hardcore,Dancing For Rain,Rise Against,0.207,0.942
5ulPjMPtjtH1qR2pZIDuyL,hardcore,Bringin' It Down,Judge,0.409,0.908
2Qno5n2LmLePUp2NihXQ1q,hardcore,21st Century (Digital Boy),Bad Religion,0.743,0.971
36bOEEfwGypxQuANN3UrCm,hardcore,D.E.A.D. R.A.M.O.N.E.S.,Modern Life Is War,0.167,0.986
3lrQFKjwoDladcpdSauYCj,hardcore,Kabuki Girl,Descendents,0.786,0.821
1N8akk9uCtow5LjuK1eGXZ,hardstyle,Move Your Body - Noisecontrollers Radio Edit,Noisecontrollers,0.199,0.973
18XyxLgUNvdDWq7UewRS1V,hardstyle,Odissea - Radio Edit,Zatox,0.153,0.889
4zRBQooKmQgVrNnJMrxAlD,hardstyle,Lost in Dreams - Alpha2 Remix,Mike NRG,0.417,0.829
6hrCZ7VCBWDDVJdrMb3Og7,hardstyle,The night of your life,Various Artists,0.32,0.857
04tLURK7jsgBTThaesoF2A,hardstyle,True Rebel Freedom (Defqon.1 Australia Anthem 2012),Wildstylez,0.247,0.956
3isyoBa4DOxSBgIHsjRKpN,hardstyle,Sacrifice,The Prophet,0.0762,0.884
2kLolaXHXHZAB2SWKzgRKz,hardstyle,Squared - Original Mix,Zany,0.389,0.983
2uzMYWgcyKEmMlPpKPZ3Qo,hardstyle,Modified - Original Mix,Second Identity,0.472,0.969
3AKUHJnQGrtEnxT3HKWkfh,hardstyle,Bassleader (Official Bassleader Anthem),Various Artists,0.0882,0.927
2exyJyZmQAyLKuxEy4IVPh,hardstyle,Living For The Moment,Ran-D,0.122,0.834
1zDjq7uXPVclKATypkUmWh,hardstyle,Rebirth Of The Sun - Original Mix,Various Artists,0.223,0.809
3DG41jyW4vE0MhUvyTOFaw,hardstyle,Faster N Further - Bass Modulators Remix,Noisecontrollers,0.257,0.995
6Mw2vPfdy61IK93jzf78mM,hardstyle,Music Is My Alibi,Various Artists,0.363,0.633
7h6cpqzmmYvuWa8ev1sufe,hardstyle,Lessons In Love - Headhunterz Remix,Kaskade,0.431,0.859
1shdpxhZHBPdDOs6BcYpD5,hardstyle,Together,D-Block & S-te-Fan,0.193,0.91
4Xp4p2RLlJp6EUExa6Cz3p,heavy-metal,The Scarecrow,Avantasia,0.293,0.871
3WHRfcHFQZmXhCvFs4HZrY,heavy-metal,Tyrants,Immortal,0.246,0.771
6lWFQo5NuR3y8Q6CHIRatA,heavy-metal,Elimination,Overkill,0.578,0.805
6imjjOJ63SnfvbYTARjyqz,heavy-metal,Carolus Rex,Sabaton,0.24,0.846
5mfpZIoYGwpcgnmMmKbO87,heavy-metal,Limits to Infinity,Scar Symmetry,0.341,0.981
7i6UQPAHgqgMGJJK7elUGS,heavy-metal,Are You Dead Yet,Children Of Bodom,0.312,0.967
6G1r9YfIWGGnhg240AU1o1,heavy-metal,The Things We Believe In,Orden Ogan,0.2,0.941
4FvbgKhTYHGdjJkusfma8D,heavy-metal,Progenies of the great apocalypse,Dimmu Borgir,0.097,0.939
1mjC68qU0Q9HlCIZHZAEko,heavy-metal,The Gift of Guilt,Gojira,0.0819,0.977
6HM5Kk5TkGEKigkf9uQRjq,heavy-metal,Deliver Us,In Flames,0.343,0.964
1YP2n273NgbrjdaLHGOQ4M,heavy-metal,Autotheist Movement I: Create,The Faceless,0.264,0.691
4hOohf45f0JtxYKNsEAIOV,heavy-metal,For Whom The Bell Tolls,Metallica,0.213,0.861
47UBcqgE3CxLJ5G9FIKTzW,heavy-metal,The Sunk'n Norwegian,Alestorm,0.414,0.969
5hheGdf1cb4rK0FNiedCfK,heavy-metal,The Devil in I,Slipknot,0.235,0.939
2Q73wKbwLLcGS404gkTfjH,heavy-metal,Ov Fire And The Void,Behemoth,0.13,0.978
4SZepBIPDRwPaHIjAKwRDb,hip-hop,R.I.P. SCREW,Travis Scott,0.556,0.609
0XUfyU2QviPAs6bxSpXYG4,hip-hop,Yeah!,Usher,0.592,0.788
5Lgqu1th1KqlG97OF2gWGe,hip-hop,Window Pain - Outro,J. Cole,0.179,0.626
4F1yvJfQ7gJkrcgFJQDjOr,hip-hop,Playinwitme (feat. Kehlani),KYLE,0.676,0.584
3wqjGZfKW36WhUeLHTlKzg,hip-hop,Who Want The Smoke? (feat. Cardi B & Offset),Lil Yachty,0.545,0.753
51rXHuKN8Loc4sUlKPODgH,hip-hop,"King's Dead (with Kendrick Lamar, Future & James Blake)",Jay Rock,0.376,0.705
49NhxprbG9oTtMunQCSXxA,hip-hop,TAlk tO Me (with Rich The Kid),Tory Lanez,0.492,0.656
6YbhspuOar1D9WSSnfe7ds,hip-hop,"Young, Wild & Free (feat. Bruno Mars)",Snoop Dogg,0.551,0.652
4WmS1ZuledEAlrpJv1E22s,hip-hop,Remember You (feat. blackbear),G-Eazy,0.207,0.565
1vVNlXi8gf8tZ7OhnEs4VE,hip-hop,A Lie,French Montana,0.524,0.792
5SkRLpaGtvYPhw02vZhQQ9,hip-hop,All Falls Down,Kanye West,0.434,0.734
1W8vII5CLpMMzAGvGlAgCk,hip-hop,Liife,Desiigner,0.295,0.612
1xpXnpIpuvzpx9jz15baJF,hip-hop,Call Me,NAV,0.136,0.395
0svl7cK07gK1ia5ainczU5,hip-hop,Break Ya Neck,Busta Rhymes,0.737,0.809
1fnRwgZLgAYMM1dVL1oqwG,hip-hop,Real Hitta (feat. Kodak Black),Plies,0.333,0.531
2nmH7UEmaEKmPlvXAV9mx4,holidays,One More Christmas,Anita O'Day,0.179,0.0423
1RgiYgK1opmHJfEUHQa9KE,holidays,Carol of the Drum,The Swingle Singers,0.091,0.067
6dmSvj7hdVPHxof7PuHCC8,holidays,"Baby, It's Cold Outside",Steve Tyrell,0.45,0.355
3yRw3Pw9JXjr8hq9sCAzUl,holidays,The Stingiest Man In Town,Various Artists,0.961,0.521
6PXvs464VVEoZjIAUpSOqc,holidays,Where Is God?,Neil Sedaka,0.307,0.345
4e4mHthqhfP5wWa8Cd9uKS,holidays,Tritsch Tratsch Polka,Mantovani,0.701,0.423
32gzkUxkXi6YuNnA1t3yy7,holidays,Ave Maria,Barbra Streisand,0.0529,0.283
0KNTX0SUKcFbGYstRsJkVY,holidays,The Little Drummer Boy,Henry Mancini,0.223,0.131
7GOKjBRhVKGzqgbFt3qI5e,holidays,Nuttin' for Christmas,Various Artists,0.892,0.202
2m4lvM8pTsQdii4Pi5Z2Yf,holidays,April Snow,Various Artists,0.265,0.255
2wTc0tsIWesT2jELKTPEQq,holidays,"Let It Snow, Let It Snow, Let It Snow",John Pizzarelli,0.384,0.395
5dcZbFQZ3Zhuglx8iBlJYv,holidays,Christmas Eve in My Home Town,Various Artists,0.34,0.238
0PYdNdzpvnnBycUuyCOG8N,holidays,Deck The Halls,Various Artists,0.754,0.325
5sJCo0dvlKZhPHcj9FpG3b,holidays,Silver Bells - Remastered 1993,Various Artists,0.492,0.189
0NzIyLTAxlEh5FshCtgw8x,holidays,Santo Natale,Patti Page,0.456,0.231
